doc_uuid,sentence_id,sentence_text,actor_name,label
dd1f8d5f-d5bd-4cb5-9f8b-b3714e27107d,40,"Há, com certeza, nomeadamente naquilo que deve ser a nossa prioridade, que é descer uma taxa de desemprego que, embora tenha descido de 17,7% para 13,4%, é ainda alta.",Nuno Magalhães,1
d19fab2f-a4c6-468b-873b-1f22168271aa,19,"Portanto, sabendo nós que temos uma crise prolongada e complicada, o Bloco de Esquerda concorda com o Primeiro-Ministro quando diz que a nossa prioridade deve ser proteger o emprego.",Catarina Martins,1
d1b856e9-1070-4373-9dcb-b049119a0b0f,76,"A nossa prioridade, neste momento, na linha do Leste, é reforçar, digamos, o trabalho da CP no sentido de aumentar a procura daquele serviço para o viabilizar e para que ele também seja viável com mais qualidade e com mais serviço.",Pedro Jesus Marques,1
d1b856e9-1070-4373-9dcb-b049119a0b0f,97,"Refiro também os investimentos da ferrovia, de que há pouco falei, Covilhã-Guarda, Elvas-Évora ou os investimentos na linha do Minho, todos muito importantes para a coesão territorial, porque é esse o nosso exemplo e a nossa prioridade.",Pedro Jesus Marques,1
c8dec982-2c54-4cda-840f-b85b2a6044aa,208,"Efetivamente, a nossa prioridade é garantir maior justiça fiscal, fazer os incentivos certos em matéria fiscal e não entrar num leilão de redução indiferenciada dos impostos para tudo e para todos.",António Costa,1
4a41589a-7d47-49c4-9e78-948123e33e99,23,"Também aí, na Madeira e nos Açores, há um território nacional que integra a nossa prioridade de valorização territorial.",Ministro Adjunto,1
532f7630-8590-42ac-b591-4b6756d6816f,97,"Volto a referir: do ponto de vista político e do ponto de vista social, há, hoje, um consenso na sociedade portuguesa do qual o Governo teima em manter-se afastado e se exclui, que tem a ver com uma simples diferença: a nossa prioridade está no emprego, na criação de postos de trabalho, na dinamização da economia e no equilíbrio das contas públicas de uma forma sustentável.",António José Seguro,1
4b8d67c4-d7b1-4ba5-983c-0b15da4d3c2e,60,"Sr.ª Deputada Bebiana Cunha, o Bloco de Esquerda sempre defendeu a redução do número de alunos por turma, redução a favor da qual há vários argumentos pedagógicos, mas, neste momento, a nossa prioridade é que as crianças possam, em tempo de pandemia, ter acesso a uma educação de qualidade, naturalmente com todas as condições sanitárias e de segurança necessárias.",Joana Mortágua,1
d8ef1b78-57cd-4825-9d16-aa679456fdc1,14,"Hoje, a nossa prioridade tem de ser assegurar um rendimento de reforma adequado e sustentável para todos os portugueses, no presente e no futuro.",Elsa Cordeiro,1
90ab4be3-7907-42e6-934f-8d5e0522e854,32,"Em suma, a concretização dessa estratégia é a nossa prioridade para o futuro, prosseguindo o triplo desígnio que escolhemos para esta Legislatura: termos mais crescimento, melhor emprego e maior igualdade.",António Costa,1
e4dcbbf1-a59b-43b6-81cb-85ab83b545b3,1,"Em relação ao voto que apresentámos sobre a Venezuela e também em relação ao apresentado pelo Partido Comunista Português, queria dizer o seguinte: como foi dito, a nossa prioridade tem de ser, por um lado, a comunidade portuguesa e, por outro, o restabelecimento da democracia naquele país.",Telmo Correia,0
d50bb0b5-dc8d-48e2-bcb6-4fe018f830b0,33,"Por isso, a nossa prioridade não é não aumentar o salário mínimo nacional, mas, sim, aumentar o salário mínimo nacional e investir nos programas Indústria 4.0 e Startup Portugal, porque só com mais valor seremos mais competitivos.",António Costa,1
d5f414de-128f-42a7-a13e-cdd29403cd45,10,"Termino, Presidente, dizendo o seguinte: a nossa prioridade de intervenção em matéria de áreas protegidas e de conservação da natureza, Sr.ª Secretária de Estado, é mesmo a discussão dos meios humanos, técnicos e financeiros para dar sustentabilidade a estas áreas.",Heloísa Apolónia,1
95e41fce-90ce-4bec-89bb-d6618ca179b3,18,"O Primeiro-Ministro já o disse e repetiu: a nossa prioridade é o emprego, mais e melhor emprego.",Hortense Martins,1
25bed9dc-4e09-447b-9db7-7a32264db6c9,134,"Portanto, cumpriremos a lei e não faremos contratos de associação onde haja oferta pública, porque a nossa prioridade na gestão dos recursos é garantir o investimento na escola pública onde ela é essencial.",António Costa,1
21d7dae4-ae4c-4807-bc4f-99d468963f12,104,"A nossa prioridade é o relançamento da economia, porque sem relançar a economia não criamos emprego e a melhor resposta que estamos a dar a cada um dos desempregados é que temos como prioridade da nossa política económica a criação de emprego, de emprego, de emprego, porque essa é a resposta essencial que aguarda cada desempregado: uma nova oportunidade de trabalho, uma nova oportunidade de trabalhar e uma nova oportunidade de se realizar pessoalmente.",António Costa,1
2c6d06e5-b006-4269-8724-41783b158227,21,"Mais empobrecimento não é uma solução para Primeiro-Ministro: a nossa prioridade é o investimento, é a capitalização de empresas.",Eurico Brilhante Dias,1
2d0db71b-ef4e-4342-bedf-cef5166909da,10,"A nossa prioridade é aproveitar esse Fundo de Carbono para financiar os projectos nacionais, para a redução das emissões e para a melhoria da nossa eficiência energética.",José Luís Ferreira,1
2df6c2b1-cad8-4aed-a2e1-f1db518c0e06,40,"A nossa prioridade é impedir sanções por todos os meios possíveis e manter o nosso acordo comum para a recuperação dos rendimentos do trabalho, em Portugal.",Catarina Martins,1
2df6c2b1-cad8-4aed-a2e1-f1db518c0e06,97,"A nossa prioridade será, como sempre dissemos, defender o País e as pessoas, lutar pelo emprego e pela justiça, respeitar o acordo de maioria parlamentar para repor rendimentos.",Catarina Martins,1
edc5e075-b79a-4a9b-aa90-d89e94c8148f,109,"Mas o que me espanta, Sr.ª Deputada — e todos concordarão comigo —, é que, na primeira intervenção que o PSD faz no debate orçamental, não haja uma palavra para aquilo que deve continuar a ser a nossa prioridade: a recuperação da economia e a recuperação do mercado de emprego.",José Sócrates,1
edc5e075-b79a-4a9b-aa90-d89e94c8148f,110,"Recuperar a economia e o emprego deve ser a nossa prioridade.",José Sócrates,1
edc5e075-b79a-4a9b-aa90-d89e94c8148f,111,"É por isso que este Orçamento responde a esse equilíbrio difícil, exigente, que é o de, por um lado, manter e conservar essa prioridade, com estímulos orçamentais, porque a sociedade precisa de que o seu Estado dê ainda uma ajuda à sua economia, e, por outro, dar um sinal claro de que queremos corrigir o endividamento público, queremos corrigir o défice orçamental, queremos pôr em ordem as finanças públicas, num prazo curto, porque essa é a melhor forma de contribuir para a confiança e, desse modo, para a recuperação da economia portuguesa.",José Sócrates,1
5e445416-76a4-4fc7-8ac4-f712c2d07f68,217,"Portanto, entre a melhoria da qualidade dos serviços públicos e a baixa de impostos, sim, a nossa prioridade está na melhoria da qualidade dos serviços públicos.",António Costa,1
5e445416-76a4-4fc7-8ac4-f712c2d07f68,219,"Por isso, a nossa prioridade é continuar a reduzir o imposto sobre quem trabalha, desde logo, em sede de IRS; é diminuir o esforço fiscal das empresas que reinvestem os seus lucros para serem mais capitalizadas, que investem na modernização tecnológica, que investem em investigação e desenvolvimento, que investem na qualificação dos seus recursos humanos, que investem no interior.",António Costa,1
ef2ad383-3a3f-4636-b663-b47c59d04a87,61,"A nossa prioridade ao distrito vê-se nas obras da linha do Tua, que vão, finalmente, avançar; vê-se na carreira aérea de Bragança, em que lançámos o concurso para quatro anos — no Governo do seu partido foi interrompido para três anos.",Pedro Marques,1
e959dc9c-3df9-45a7-b91a-b6e320082245,31,"Quinto, iremos ainda em conjunto com as instituições sociais celebrar a contratualização a níveis nunca registados para uma melhor resposta que inclua as áreas da educação, da saúde, além da da segurança Sexto, queremos continuar uma política de devolução dos hospitais às Misericórdias, garantindo um serviço de proximidade e de qualidade às Sétimo, como não poderia deixar de ser, queremos continuar aquela que foi a nossa prioridade: o combate ao desemprego.",Pedro Mota Soares,1
311d45a7-a9a1-41ae-8492-b8fdf429c1cc,382,"A nossa prioridade é mesmo o relançamento das relações económicas com a Índia.",Augusto Santos Silva,1
66fb4f1e-1436-49c2-8f4e-acd722586bc4,13,"Assim, quando dizemos que a nossa prioridade deve ser a cidadania não o fazemos com um preconceito contra as instituições, elas são importantes em muitas situações e devem ser uma possibilidade de escolha; o que fazemos é a recusa de que essa seja a única escolha e a única forma de a política pública ter consequências.",Pedro Filipe Soares,1
328595a2-e792-4bef-8eaf-1513f14b121e,50,"Exatamente porque honramos este compromisso que continuaremos a dizer que a nossa prioridade são os doentes e, como tal, em qualquer modelo de gestão, seja ele público ou privado, doentes do Serviço Nacional de Saúde, diria mesmo mais, doentes do Serviço Nacional de Saúde não podem ser internados em condições desumanas, em condições indignas, em condições que não podem merecer, da nossa parte, qualquer Foi por isso mesmo que, relativamente à parceria público-privada de Vila Franca de Xira, fizemos a opção de avaliar já o que determinou estas notícias que foram tornadas públicas, na sequência das deliberações da Entidade Reguladora da Saúde.",Marta Temido,1
3d4209b1-a4a5-45fe-a245-2dd14bd3e1f2,77,"Foi essa a nossa prioridade, temos sempre de defender prioridades, mas estamos a prosseguir o trabalho na diretiva da igualdade de tratamento, na diretiva da igualdade salarial e na diretiva das mulheres nos conselhos de administração.",Mariana Vieira da Silva,1
6d4c7d1f-5ace-4800-8690-e7afe0932d4a,13,"E esse regime é a nossa prioridade para a criação, de facto, de uma política de igualdade de oportunidades no acesso e na permanência no ensino superior, que permitirá, no próximo ano, colocar mais 16 milhões de euros, em sede orçamental, para a acção social.",Manuel Mota,1
ad421d7b-b7da-4f26-943b-43dc6bc3d446,105,"E hoje esta tem de ser a nossa prioridade urgente inadiável: reduzir o défice para o valor de 4,6%, constante dos compromissos assumidos no Programa de Estabilidade e Crescimento!",Francisco de Assis,1
6ad4efae-2642-4849-8739-ea2bb2606f42,19,"Essas propostas têm como denominador comum estimular o crescimento e o emprego — esta sempre foi, e será, a nossa prioridade.",Mota Andrade,1
f324ea25-d03e-4265-8a30-2834e1afbb60,44,"Mas não esquecemos que, se esta é a nossa prioridade estratégica, hoje, a nossa urgência é vencer a crise, e vencer a crise é defender o emprego e as empresas, as que são viáveis, as que, atravessando dificuldades nesta conjuntura, têm fundamentos sólidos para poderem ultrapassar esta crise e sair na frente da recuperação económica.",Vieira da Silva,1
ff2e5d8e-9bdc-4aa6-a05a-efc65aca37b3,173,"Presidente, Deputado, a nossa prioridade na reabilitação urbana centra- se muito em torno do tema da eficiência energética.",António Costa,1
ff4d51e1-2df4-4f52-aefc-d06b392c7f50,3,"A nossa aposta, a nossa prioridade é que a iniciativa legislativa de cidadãos recorra a um meio comum de circulação de informação entre as pessoas.",Cecília Honório,1
7a24b50a-f50c-49fb-9733-6f1b32917f71,33,"Por isso, começamos por aqui, com estes dois pilares, que são a nossa prioridade: recuperar o rendimento das famílias e criar as condições para o investimento das empresas.",António Costa,1
824b8b15-ee6f-4bb3-bb0d-c9ba55e5eb47,7,"Sempre afirmámos que a nossa prioridade é a criação de emprego com qualidade, promovendo, sempre que necessário, os ajustamentos à nossa legislação laboral.",Maria José Gambôa,1
8acc3eb3-7e30-4ed8-9389-a0dad7f9532b,126,"A nossa preocupação e a nossa prioridade é a de repor as condições de investimento para garantir o que é essencial, e temos conseguido: mais consultas, mais intervenção hospitalar, melhor atendimento no que diz respeito à saúde dos portugueses.",António Costa,1
878f0eec-317e-437f-b429-7c2e1cf1c9df,4,"No âmbito da décima segunda, e última, avaliação do Programa de Assistência Económica e Financeira, o Governo conseguiu afastar esta medida, o que permitiu estabelecer um diálogo com os parceiros sociais que têm capacidade de compromisso em torno daquela que é a nossa prioridade: reanimar a contratação coletiva Hoje, damos um passo, em conjunto, para podermos atingir esse objetivo.","Ministro da Solidariedade, Emprego e Segurança Social",1
878fe601-e92e-49d8-a94f-cb4eba2c7242,7,"É um plano que prevê taxas máximas para os impostos, preços e tarifas máximos, preços máximos para a água, saneamento e resíduos, alienação do património municipal, privatização de serviços e redução de Esta proposta de lei do Governo não é solução.",Paula Santos,1
53e58b66-7011-42dd-8aad-8fd5a62f77be,20,"Por isso — já anunciámos em dezembro e reafirmamos agora —, é necessário alterar esta lei, alterar os seus critérios de aplicação de forma a que ela possa abranger todas aquelas famílias em dificuldades que não têm possibilidade de pagar o crédito à habitação e que estão em risco de perder a sua casa, pelo que iremos apresentar, muito brevemente, uma iniciativa para aumentar os critérios de aplicação, alargando o universo de famílias que terão acesso a este regime.",Paulo Sá,1
063b491f-1b9c-4b5c-b57a-f3c7c0b78cb9,126,"E, pela primeira vez, iremos apresentar um programa de estabilidade e também um Programa Nacional de Reformas, que, no entanto, terão de refletir, ambos, as recomendações específicas para Portugal produzidas pela Comissão Europeia e endossadas pelo Conselho Europeu e, ao mesmo tempo, teremos de projetar as reformas de médio e de longo prazo para a economia portuguesa e para as políticas públicas.",Pedro Passos Coelho,1
567272b0-f6cb-4c52-a280-af80d73bd60d,7,"O Partido Socialista está ciente destas preocupações e, desde já, informa que, em breve, iremos apresentar uma ampla iniciativa dirigida para o ensino superior, de forma a debelar esta e outras insuficiências que atualmente constituem um entrave ao eficaz funcionamento desta área e deste sistema, de incalculável valor para a qualificação dos portugueses e para a prossecução de políticas ativas de crescimento económico",Rui Jorge Santos,1
0b79e2b3-f63f-459d-9b31-4771b66677de,5,"pelo que, amanhã mesmo, iremos apresentar na Assembleia um projecto de lei com dois objectivos: em primeiro lugar, criar transparência, que não existe, na formação dos preços dos combustíveis; e, em segundo lugar, fazer justiça, fixando preços máximos para os combustíveis e acabando com esta especulação.",Pedro Filipe Soares,1
505afb9e-aac3-4f3e-a331-fcda99468235,12,"Iremos apresentar, em sede de especialidade, várias propostas que permitem significativos encaixes de receita, algumas centradas em setores que se julgam intocáveis, como os monopólios energéticos, a aviação, a 11 DE JANEIRO DE 2020 navegação marítima, a indústria do plástico, o turismo insustentável, o bafiento negócio da caça, os produtores e exportadores de carne ou os produtores de culturas superintensivas apoiadas no uso irresponsável da água.",Inês de Sousa Real,1
1e93770f-b19b-4ef6-a8b0-b62598ad7d7a,6,"Gostaríamos de perceber qual é, afinal, o papel, aqui, na Assembleia, de Os Verdes no meio de toda esta Sr.ª Deputada, permita-me que lhe faça um conjunto de perguntas, porque há uns temas que são, de facto, Nesta semana, na quarta-feira, iremos apresentar na Assembleia da República um projeto de resolução referente a um conjunto de investimentos ferroviários, mas também rodoviários e no metropolitano, que são muito importantes para Portugal e nós estamos curiosos para ver qual será a expectativa de todos, nomeadamente de Os Verdes, em relação a esses investimentos.",António Costa Silva,1
4af5dc6d-d172-4f5c-a06c-c982a9b815d0,17,"Estamos disponíveis e iremos apresentar aqui, na Assembleia da República, essa proposta, para que possamos melhorar e promover a eficácia do funcionamento do CNE, abrir a participação nesse Conselho a outros actores que têm todo o interesse em nele participarem, particularmente os nossos concidadãos que vivem no estrangeiro e os nossos concidadãos de outras origens que hoje vivem em Portugal, tornando, dessa forma, uma iniciativa que mais não era do que uma adição simples numa ocasião para fazermos um trabalho mais bem feito.",Bravo Nico,1
4f6139d0-ada5-4aff-b9c1-fced81b4750e,14,"Esta é uma matéria que está na primeira linha das preocupações do Grupo Parlamentar do PSD, matéria para cuja reflexão pensamos ser importante a participação de todos os partidos com representação nesta Assembleia, e por isso mesmo iremos apresentar, em sede de Comissão, uma proposta de constituição de um grupo de trabalho para tratar das questões relacionadas com a primeira venda de pescado fresco e com o modelo de funcionamento das lotas em Portugal.",Ulisses Pereira,1
2d6f9fd1-294d-4cba-8f26-8273d9d6cf48,61,"Estamos a trabalhar nisso numa outra iniciativa à parte, que iremos apresentar nos próximos dias, que é a do estatuto do Sr.ª Presidente, Deputado Luís Leite Ramos, congratulo o PSD pela iniciativa apresentada, mas gostava de lhe pôr duas questões sobre duas lacunas que a iniciativa legislativa Primeira lacuna: a estratégia de adaptação às alterações climáticas não consta na proposta do PSD, não existe.",André Silva,1
9d65533d-9469-4d60-95aa-4cffc675b9f1,34,"Por isso, iremos apresentar iniciativas legislativas que repõem a matriz civilizacional do tratamento mais favorável ao trabalhador; propostas que devolvam a justa compensação de todo o trabalho que ultrapasse as 40 horas semanais.",Mariana Aiveca,1
e2c0ca5a-fde7-4245-8879-82e7a5b1dd74,40,"Mas, na verdade, as coisas positivas que existem, e que não diminuiriam a sua intervenção neste Parlamento, Deputado, é o crescimento da nossa economia, a melhoria dos nossos indicadores, a melhoria e isso, Deputado, é bom que seja previsível porque conseguiremos apresentar aos portugueses um plano de médio e de longo prazo que seja mais convicto e, ao mesmo tempo, mais sólido do que aquele que os senhores andam à procura de ver se conseguem convencer os portugueses de que pode ser realizável.",Pedro Passos Coelho,1
abbbe24b-ef63-4d31-a285-cee8aeb20b5f,9,"Qual é a posição do PAN, por exemplo, relativamente a uma das propostas previstas, que é a da possibilidade de uma pena acessória de proibição de funções, que pode ir até Concluo, Presidente, referindo que acompanhamos, naturalmente, a questão do enriquecimento ilícito e que iremos apresentar uma proposta nesse sentido.",Constança Urbano de Sousa,1
f09bbf8d-ddb8-4143-a593-1bcb32579322,91,"E já disse publicamente que iremos apresentar, ainda este ano, uma proposta que permite que consigamos tornar mais sustentável — não é sustentável, é mais sustentável — a segurança social, como também iremos apresentar propostas, como consta, de resto, do nosso Memorando de Entendimento, relativamente a tudo o que envolve remunerações na função pública.",Primeiro- Ministro,1
3eab1bc8-1cf9-4666-b507-66f05a6fe1f9,12,"Mas com uma certeza, Secretário de Estado, é que entendemos que os interesses destes trabalhadores não estão acautelados, pelo que iremos apresentar, já na próxima semana, um projecto de resolução que visa exactamente, no espírito do acordo inicial, tentar salvaguardar alguns desses direitos dos trabalhadores.",Almeida Henriques,1
70dcc8a0-7258-4cc4-82fe-95698bcc517a,126,"É exatamente isso que estão a fazer os Ministros do Emprego e do Trabalho, até dia 3 de julho, em que haverá uma iniciativa importante com todos os Ministros do Trabalho e do Emprego, em Berlim, bem como vários outros Membros do Governo, onde iremos apresentar os principais preceitos desse Garantia Jovem, e o Conselho Europeu, mas também a própria Comissão Europeia, irá também avançar com medidas concretas para a implementação desse mesmo Garantia Jovem.",Álvaro Santos Pereira,1
c6b72f03-55ac-4bf9-8946-4d0f81d66ee1,19,"A breve prazo, nós, Os Verdes, iremos apresentar uma proposta na Assembleia da República, que, julgamos, também poderá ter um impacto muito significativo no interior do País e que tem a ver com a valorização do ecoturismo ao nível nacional.",Heloísa Apolónia,1
ceb53467-33e1-4340-b3c8-72340b6e5669,95,"Assim, a muito breve trecho, iremos apresentar um medida chamada Invest Jovem, que é diferente do microcrédito porque vai ter um acompanhamento e um conjunto de estímulos à criação do próprio emprego pelos mais jovens muito mais detalhado do que o que acontece hoje no microcrédito.",Pedro Mota Soares,1
847762a3-7a57-46c3-80fb-ff1ae0e5cec6,13,"Por isso mesmo, na próxima sexta-feira, levamos a discussão uma iniciativa que garante um alargamento das obrigações declarativas dos titulares de cargos políticos, passando a exigir-lhes que, no momento em que deixem o cargo, e até três anos depois, tenham de declarar, por exemplo, as promessas de vantagem, assim como os factos geradores de alterações patrimoniais relevantes.",Nelson Silva,1
806c200a-f7da-444c-a7bb-9896052b3994,5,"Não basta apregoar que nos preocupa a sustentabilidade do SNS, há que tomar medidas consentâneas para garantir que essa sustentabilidade seja um facto.",Isabel Galriça Neto,1
07b9a642-a4b7-4297-8a80-b9c212312f24,12,"Importa, Presidente, e Deputados, tomar medidas para a criação de emprego com direitos, para valorizar salários, mas também importa criar medidas que garantam a necessária proteção social em situações de desemprego.",Diana Ferreira,1
080297c2-af81-4477-a576-1e11161c99e5,9,"É essencial tomar medidas que permitam a resolução dos défices operacionais crónicos e das dívidas financeiras crescentes e insustentáveis quer do transporte ferroviário quer do transporte rodoviário público.",Afonso Oliveira,1
4026ec7f-3dd0-49ef-bd46-f2ce5787b66b,47,"É preciso tomar medidas e é preciso garantir, de uma vez por todas, o ensino artístico, a sua valorização e a valorização do Conservatório e da sua comunidade educativa.",Rita Rato,1
0c999906-4ebc-4517-af4d-44a38ebdb575,9,"Gostaria de saber, Ministro, se entende que é necessário tomar medidas para salvar o comércio local ou se a perspetiva do Governo e do Ministro é a de que existe, de facto, uma concorrência saudável entre as grandes superfícies comerciais e o pequeno comércio.",José Luís Ferreira,1
00c173a5-cad3-4670-8e73-a310d3c97cde,39,"Não há dúvida de que, em matéria de saúde, precisamos de racionalizar, de ganhar eficiência e de tomar medidas adequadas de gestão.",Miguel Macedo,1
04b00f15-7e56-4057-8b96-65f7eac2e446,12,"Tomar medidas urgentes para a salvaguarda do património cultural, reforçando as condições para a fruição, estudo e divulgação e prevendo os meios técnicos, financeiros, materiais e humanos necessários para o efeito.",Ana Mesquita,1
10ce7b2f-bfe0-4525-a523-0d53473321d3,19,"É o momento em que é preciso tomar medidas, algumas das quais já aqui citadas, para combater o desemprego, nomeadamente o desemprego jovem — gostaria de ouvir da parte do Primeiro-Ministro uma especificação maior dessas medidas que, creio, paulatinamente, poderão estar a criar incentivos para reduzir o desemprego e o desemprego jovem.",Nuno Magalhães,1
10ce7b2f-bfe0-4525-a523-0d53473321d3,20,"É o momento em que é preciso tomar medidas que possam, de alguma forma, criar um maior alívio fiscal às nossas empresas a médio e longo prazo.",Nuno Magalhães,1
0d521d4d-e188-4523-92e8-22eab8c7b878,4,"e Deputados, do mesmo modo que os tempos difíceis que vivemos não devem servir de desculpa para fragilizar apoios e direitos sociais, também nos obrigam a tomar medidas que tenham em conta a eficácia e a justiça desses mesmos apoios e direitos sociais.",Sónia Fertuzinhos,1
021b9534-1b14-4a85-ac67-852b921d657b,8,"Fizeram, portanto, bem os governos em tomar medidas de apoio económico e social quando a crise era mais profunda e fazem bem agora em tomar medidas de consolidação orçamental.",José Sócrates,1
15f9fe4f-559e-4012-9fcd-bddba6241c75,25,"Para o PCP, é urgente tomar medidas que reforcem o SNS, garantindo a sua gestão pública, a qualidade e a eficiência na prestação de cuidados de saúde e assegurando a acessibilidade dos utentes à saúde.",Paula Santos,1
1623e925-a463-4c87-a01b-06d03e6acb3d,8,"Tendo este pressuposto em conta, devido aos elevados custos para o País com algumas destas linhas e ao facto de o Estado se encontrar numa difícil situação de insustentabilidade ao nível das suas finanças públicas, o Governo vê-se obrigado, nesta matéria, a tomar medidas extremamente difíceis, exigentes e Com vista à racionalização da rede ferroviária nacional — um compromisso claramente assumido no Memorando de Entendimento —, o Governo propõe, nomeadamente, a desativação de serviços de passeiros em algumas linhas.",Raúl de Almeida,1
4293c6a6-f733-4825-ad0a-e06f77c9aa4c,6,"Os Verdes colocaram a questão na agenda da Assembleia da República desde 2015, com um conjunto de debates e iniciativas, considerando, a partir dos resultados que afirmam que o glifosato pode ter efeitos na saúde, que o passo responsável a seguir é o de tomar medidas que salvaguardem a saúde pública e o ambiente, sob o princípio da precaução.",Mariana Silva,1
0b00cf48-e5dc-412c-96fc-413893a0b168,26,"Aliás, todos os estudos das mais diversas entidades sugerem a necessidade de tomar medidas legislativas, não só para garantir o controlo dos preços de venda ao público como também para contrariar a tendência de concentração do mercado.",José Luís Ferreira,1
06fc8b22-a098-4f13-8550-1ccaa6f15c36,9,"Reiteramos que se devem tomar medidas e se estabeleça uma efetiva prioridade para as demências, para o apoio aos cuidadores e para a área da pedopsiquiatria, que sabemos estar, neste momento, a atravessar uma situação muito difícil e a carecer de reforço de meios.",Isabel Galriça Neto,1
03812269-4604-490c-99cf-586f87e77a19,7,"Gostaríamos de sublinhar que se devem tomar medidas para avançar com a construção do centro de saúde de Odivelas, aliás na linha do que vários grupos assinalaram e daquilo que também sabemos que é a preocupação da Administração Regional de Saúde de Lisboa e Vale do Tejo, que já identificou esta necessidade e que tem mantido conversações com o município de Odivelas para permitir avançar com a construção deste investimento.",Isabel Galriça Neto,1
1737478e-a7a4-48e6-97d1-f640b1edae54,25,"É necessário tomar medidas para resolver os problemas de falta de pessoal, que atravessa todos os serviços públicos e o setor empresarial do Estado.",Jerónimo de Sousa,1
435c1af1-da23-480b-ba6c-214e13f3aa3f,30,"A defesa do emprego com direitos obriga a tomar medidas efetivas de valorização do trabalho e dos direitos dos trabalhadores e este é um Presidente, Deputado Álvaro Batista, que o PSD, à falta de justificação para o resultado da sua reforma do Código do Trabalho, que se traduziu em agravamento da precariedade, não queira dizer nada nós até vivemos bem com isso.",Rita Rato,1
